Year,Program,Category,Expense,Revenue
2014,Yonge-Dundas Square,Contribution To Reserves/Reserve Funds,2387,
2014,Yonge-Dundas Square,Equipment,40000,
2014,Yonge-Dundas Square,Materials & Supplies,184086,
2014,Yonge-Dundas Square,Salaries And Benefits,542321,
2014,Yonge-Dundas Square,Service And Rent,1446767,
2014,Yonge-Dundas Square,Licences & Permits Revenue,,345000
2014,Yonge-Dundas Square,Sundry and Other Revenues,,477649
2014,Yonge-Dundas Square,User Fees & Donations,,1000000
2015,311 Toronto,Contribution To Reserves/Reserve Funds,25905.28,
2015,311 Toronto,Equipment,25357.01,
2015,311 Toronto,Inter-Divisional Charges,192019.91,
2015,311 Toronto,Materials & Supplies,16257.64,
2015,311 Toronto,Salaries And Benefits,15371795.52,
2015,311 Toronto,Service And Rent,1461339.08,
2015,Affordable Housing Office,Contribution To Reserves/Reserve Funds,5647.45,
2015,Affordable Housing Office,Equipment,2043.98,
2015,Affordable Housing Office,Inter-Divisional Charges,329221,
2015,Affordable Housing Office,Materials & Supplies,12922.7,
2015,Affordable Housing Office,Salaries And Benefits,2244944.05,
2015,Affordable Housing Office,Service And Rent,168672.12,
2015,Arena Boards of Management,Contributions to Capital,559519,
2015,Arena Boards of Management,Contribution To Reserves/Reserve Funds,270175.24,
2015,Arena Boards of Management,Equipment,43508.04,
2015,Arena Boards of Management,Materials & Supplies,2147207.79,
2015,Arena Boards of Management,Salaries And Benefits,4348489.44,
2015,Arena Boards of Management,Service And Rent,1031503.81,
2015,Association of Community Centres,Contribution To Reserves/Reserve Funds,29231.41,
2015,Association of Community Centres,Equipment,3337,
2015,Association of Community Centres,Materials & Supplies,449823,
2015,Association of Community Centres,Other Expenditures,7000,
2015,Association of Community Centres,Salaries And Benefits,6620822,
2015,Association of Community Centres,Service And Rent,789847,
2015,Auditor General's Office,Contribution To Reserves/Reserve Funds,7680.85,
2015,Auditor General's Office,Equipment,8120.64,
2015,Auditor General's Office,Inter-Divisional Charges,22272.48,
2015,Auditor General's Office,Materials & Supplies,15949.91,
2015,Auditor General's Office,Salaries And Benefits,4520926.64,
2015,Auditor General's Office,Service And Rent,142382.76,
2015,Capital & Corporate Finance / Non-Program,Contributions to Capital,227642150,
2015,Capital & Corporate Finance / Non-Program,Contribution To Reserves/Reserve Funds,18911637.96,
2015,Capital & Corporate Finance / Non-Program,Inter-Divisional Charges,933106.08,
2015,Capital & Corporate Finance / Non-Program,Other Expenditures,454045125,
2015,Children's Services,Contribution To Reserves/Reserve Funds,1280748.55,
2015,Children's Services,Equipment,725526,
2015,Children's Services,Inter-Divisional Charges,4724215.01,
2015,Children's Services,Materials & Supplies,2522376.04,
2015,Children's Services,Other Expenditures,715176,
2015,Children's Services,Salaries And Benefits,86275556.29,
2015,Children's Services,Service And Rent,356236606.8,
2015,City Clerk's Office,Contribution To Reserves/Reserve Funds,464633.04,
2015,City Clerk's Office,Equipment,69057.35,
2015,City Clerk's Office,Inter-Divisional Charges,1082271.32,
2015,City Clerk's Office,Materials & Supplies,1343847.83,
2015,City Clerk's Office,Other Expenditures,32517.04,
2015,City Clerk's Office,Salaries And Benefits,39264577.89,
2015,City Clerk's Office,Service And Rent,7001636.79,
2015,City Council,Contribution To Reserves/Reserve Funds,99216.8,
2015,City Council,Equipment,182000,
2015,City Council,Inter-Divisional Charges,244218.7,
2015,City Council,Materials & Supplies,1253604.28,
2015,City Council,Salaries And Benefits,18672087.64,
2015,City Council,Service And Rent,371500,
2015,City Manager's Office,Contribution To Reserves/Reserve Funds,107749.69,
2015,City Manager's Office,Equipment,115286.33,
2015,City Manager's Office,Inter-Divisional Charges,256586.64,
2015,City Manager's Office,Materials & Supplies,195102.97,
2015,City Manager's Office,Salaries And Benefits,50442411.42,
2015,City Manager's Office,Service And Rent,4640063.9,
2015,City Planning,Contribution To Reserves/Reserve Funds,81223.84,
2015,City Planning,Equipment,163544.2,
2015,City Planning,Inter-Divisional Charges,1013622.9,
2015,City Planning,Materials & Supplies,187728.2,
2015,City Planning,Other Expenditures,400700.1,
2015,City Planning,Salaries And Benefits,39656302.94,
2015,City Planning,Service And Rent,1572966.43,
2015,Court Services,Contribution To Reserves/Reserve Funds,84376.29,
2015,Court Services,Equipment,105375.02,
2015,Court Services,Inter-Divisional Charges,19433482.32,
2015,Court Services,Materials & Supplies,157746.43,
2015,Court Services,Other Expenditures,1820187.49,
2015,Court Services,Salaries And Benefits,19782538.76,
2015,Court Services,Service And Rent,8147390.09,
2015,Economic Development & Culture,Contribution To Reserves/Reserve Funds,964011.87,
2015,Economic Development & Culture,Equipment,127604.4,
2015,Economic Development & Culture,Inter-Divisional Charges,601525.54,
2015,Economic Development & Culture,Materials & Supplies,1443391.77,
2015,Economic Development & Culture,Other Expenditures,30911122.43,
2015,Economic Development & Culture,Salaries And Benefits,28715390.52,
2015,Economic Development & Culture,Service And Rent,14890084.2,
2015,Engineering & Construction Services,Contribution To Reserves/Reserve Funds,797047.13,
2015,Engineering & Construction Services,Equipment,255308.19,
2015,Engineering & Construction Services,Inter-Divisional Charges,3807792.3,
2015,Engineering & Construction Services,Materials & Supplies,392605.33,
2015,Engineering & Construction Services,Salaries And Benefits,58244160.52,
2015,Engineering & Construction Services,Service And Rent,3342054.33,
2015,Exhibition Place,Contribution To Reserves/Reserve Funds,2097145,
2015,Exhibition Place,Equipment,176840,
2015,Exhibition Place,Materials & Supplies,3658325,
2015,Exhibition Place,Other Expenditures,-14601989,
2015,Exhibition Place,Salaries And Benefits,33109005,
2015,Exhibition Place,Service And Rent,13739282,
2015,"Facilities, Real Estate, Environment & Energy",Contribution To Reserves/Reserve Funds,2096530.41,
2015,"Facilities, Real Estate, Environment & Energy",Equipment,543893.95,
2015,"Facilities, Real Estate, Environment & Energy",Inter-Divisional Charges,1448432.16,
2015,"Facilities, Real Estate, Environment & Energy",Materials & Supplies,30446859.14,
2015,"Facilities, Real Estate, Environment & Energy",Other Expenditures,6460904,
2015,"Facilities, Real Estate, Environment & Energy",Salaries And Benefits,94290566.67,
2015,"Facilities, Real Estate, Environment & Energy",Service And Rent,54589232.34,
2015,Fire Services,Contribution To Reserves/Reserve Funds,9583968.18,
2015,Fire Services,Equipment,1028344.73,
2015,Fire Services,Inter-Divisional Charges,7688615.1,
2015,Fire Services,Materials & Supplies,7836459.52,
2015,Fire Services,Salaries And Benefits,400338209.3,
2015,Fire Services,Service And Rent,6413114.59,
2015,Fleet Services,Contribution To Reserves/Reserve Funds,660028,
2015,Fleet Services,Equipment,116437.05,
2015,Fleet Services,Inter-Divisional Charges,582327.6,
2015,Fleet Services,Materials & Supplies,24234117.79,
2015,Fleet Services,Salaries And Benefits,17472774.52,
2015,Fleet Services,Service And Rent,7643296.11,
2015,Heritage Toronto,Contribution To Reserves/Reserve Funds,1265.79,
2015,Heritage Toronto,Materials & Supplies,70399.79,
2015,Heritage Toronto,Other Expenditures,6000,
2015,Heritage Toronto,Salaries And Benefits,550299.97,
2015,Heritage Toronto,Service And Rent,133500.22,
2015,Information & Technology,Contribution To Reserves/Reserve Funds,126565.25,
2015,Information & Technology,Equipment,1243247.43,
2015,Information & Technology,Inter-Divisional Charges,490951.13,
2015,Information & Technology,Materials & Supplies,122495.32,
2015,Information & Technology,Other Expenditures,395.7,
2015,Information & Technology,Salaries And Benefits,94653796.7,
2015,Information & Technology,Service And Rent,24903594.8,
2015,Integrity Commissioner's Office,Contribution To Reserves/Reserve Funds,4365.48,
2015,Integrity Commissioner's Office,Equipment,6452.04,
2015,Integrity Commissioner's Office,Inter-Divisional Charges,400,
2015,Integrity Commissioner's Office,Materials & Supplies,1555.88,
2015,Integrity Commissioner's Office,Salaries And Benefits,387754.39,
2015,Integrity Commissioner's Office,Service And Rent,27242.44,
2015,Legal Services,Contribution To Reserves/Reserve Funds,69501.87,
2015,Legal Services,Equipment,109558.33,
2015,Legal Services,Inter-Divisional Charges,7107200,
2015,Legal Services,Materials & Supplies,407330.76,
2015,Legal Services,Salaries And Benefits,40463693.68,
2015,Legal Services,Service And Rent,1410603.17,
2015,Long Term Care Homes & Services,Contribution To Reserves/Reserve Funds,1901531.92,
2015,Long Term Care Homes & Services,Equipment,2873400,
2015,Long Term Care Homes & Services,Inter-Divisional Charges,689923,
2015,Long Term Care Homes & Services,Materials & Supplies,18590200,
2015,Long Term Care Homes & Services,Other Expenditures,114850,
2015,Long Term Care Homes & Services,Salaries And Benefits,197781299.6,
2015,Long Term Care Homes & Services,Service And Rent,20187422.17,
2015,Mayor's Office,Inter-Divisional Charges,5000,
2015,Mayor's Office,Materials & Supplies,5000,
2015,Mayor's Office,Salaries And Benefits,2199586.08,
2015,Mayor's Office,Service And Rent,87524,
2015,Municipal Licensing & Standards,Contribution To Reserves/Reserve Funds,749347.76,
2015,Municipal Licensing & Standards,Equipment,407381.43,
2015,Municipal Licensing & Standards,Inter-Divisional Charges,4566991.36,
2015,Municipal Licensing & Standards,Materials & Supplies,1118857.99,
2015,Municipal Licensing & Standards,Other Expenditures,249999.99,
2015,Municipal Licensing & Standards,Salaries And Benefits,42021564.77,
2015,Municipal Licensing & Standards,Service And Rent,1744318.76,
2015,Non-Program Expenditures,Contribution To Reserves/Reserve Funds,76162600,
2015,Non-Program Expenditures,Inter-Divisional Charges,18504181.95,
2015,Non-Program Expenditures,Materials & Supplies,1125600,
2015,Non-Program Expenditures,Other Expenditures,149396573,
2015,Non-Program Expenditures,Salaries And Benefits,55041112.79,
2015,Non-Program Expenditures,Service And Rent,307964119.7,
2015,Non-Program Revenues,Contribution To Reserves/Reserve Funds,107481000,
2015,Non-Program Revenues,Inter-Divisional Charges,3368131.17,
2015,Non-Program Revenues,Other Expenditures,304500,
2015,Non-Program Revenues,Service And Rent,5767329,
2015,Office of the Chief Financial Officer,Contribution To Reserves/Reserve Funds,77406,
2015,Office of the Chief Financial Officer,Equipment,9246,
2015,Office of the Chief Financial Officer,Inter-Divisional Charges,263067,
2015,Office of the Chief Financial Officer,Materials & Supplies,66041,
2015,Office of the Chief Financial Officer,Other Expenditures,500,
2015,Office of the Chief Financial Officer,Salaries And Benefits,15431315,
2015,Office of the Chief Financial Officer,Service And Rent,710987.36,
2015,Office of the Lobbyist Registrar,Contribution To Reserves/Reserve Funds,1578.14,
2015,Office of the Lobbyist Registrar,Equipment,280,
2015,Office of the Lobbyist Registrar,Inter-Divisional Charges,600,
2015,Office of the Lobbyist Registrar,Materials & Supplies,7516.61,
2015,Office of the Lobbyist Registrar,Salaries And Benefits,1036130.24,
2015,Office of the Lobbyist Registrar,Service And Rent,77999.57,
2015,Office of the Ombudsman,Contribution To Reserves/Reserve Funds,2082.09,
2015,Office of the Ombudsman,Equipment,13468.21,
2015,Office of the Ombudsman,Inter-Divisional Charges,11800,
2015,Office of the Ombudsman,Materials & Supplies,12568.57,
2015,Office of the Ombudsman,Salaries And Benefits,1493782.38,
2015,Office of the Ombudsman,Service And Rent,221684.97,
2015,Office of the Treasurer,Contribution To Reserves/Reserve Funds,128997.29,
2015,Office of the Treasurer,Equipment,114129.72,
2015,Office of the Treasurer,Inter-Divisional Charges,2300659.06,
2015,Office of the Treasurer,Materials & Supplies,296975.38,
2015,Office of the Treasurer,Other Expenditures,1482918.03,
2015,Office of the Treasurer,Salaries And Benefits,64410453.27,
2015,Office of the Treasurer,Service And Rent,8103462.3,
2015,"Parks, Forestry & Recreation",Contribution To Reserves/Reserve Funds,10416236.32,
2015,"Parks, Forestry & Recreation",Equipment,3416293.6,
2015,"Parks, Forestry & Recreation",Inter-Divisional Charges,21514489.94,
2015,"Parks, Forestry & Recreation",Materials & Supplies,37019575.86,
2015,"Parks, Forestry & Recreation",Other Expenditures,10087525.59,
2015,"Parks, Forestry & Recreation",Salaries And Benefits,288071987.7,
2015,"Parks, Forestry & Recreation",Service And Rent,67650365.93,
2015,"Policy, Planning, Finance & Administration",Contribution To Reserves/Reserve Funds,125720.74,
2015,"Policy, Planning, Finance & Administration",Equipment,87988.9,
2015,"Policy, Planning, Finance & Administration",Inter-Divisional Charges,774877.92,
2015,"Policy, Planning, Finance & Administration",Materials & Supplies,1092616.39,
2015,"Policy, Planning, Finance & Administration",Salaries And Benefits,18994535.93,
2015,"Policy, Planning, Finance & Administration",Service And Rent,881231.89,
2015,Property Tax,Special Levy for Scarborough Subway,24846399,
2015,"Shelter, Support & Housing Administration",Contribution To Reserves/Reserve Funds,4841869.8,
2015,"Shelter, Support & Housing Administration",Equipment,173050.87,
2015,"Shelter, Support & Housing Administration",Inter-Divisional Charges,1169166.77,
2015,"Shelter, Support & Housing Administration",Materials & Supplies,4238260.8,
2015,"Shelter, Support & Housing Administration",Other Expenditures,513551595.2,
2015,"Shelter, Support & Housing Administration",Salaries And Benefits,68280875.86,
2015,"Shelter, Support & Housing Administration",Service And Rent,70154450.93,
2015,"Social Development, Finance & Administration",Contribution To Reserves/Reserve Funds,121703.66,
2015,"Social Development, Finance & Administration",Equipment,17608.99,
2015,"Social Development, Finance & Administration",Inter-Divisional Charges,307196.22,
2015,"Social Development, Finance & Administration",Materials & Supplies,92479.01,
2015,"Social Development, Finance & Administration",Other Expenditures,29060900,
2015,"Social Development, Finance & Administration",Salaries And Benefits,14694532.25,
2015,"Social Development, Finance & Administration",Service And Rent,4713298.07,
2015,Solid Waste Management Services,Contribution To Reserves/Reserve Funds,37469158.24,
2015,Solid Waste Management Services,Equipment,387100.22,
2015,Solid Waste Management Services,Inter-Divisional Charges,35117351.65,
2015,Solid Waste Management Services,Materials & Supplies,5508905.69,
2015,Solid Waste Management Services,Other Expenditures,73035119.42,
2015,Solid Waste Management Services,Salaries And Benefits,93897682.13,
2015,Solid Waste Management Services,Service And Rent,125369830.9,
2015,Theatres,Contributions to Capital,952151,
2015,Theatres,Contribution To Reserves/Reserve Funds,1708104.31,
2015,Theatres,Equipment,436163,
2015,Theatres,Materials & Supplies,2032922.08,
2015,Theatres,Other Expenditures,935489,
2015,Theatres,Salaries And Benefits,10652573.52,
2015,Theatres,Service And Rent,6606268,
2015,Toronto & Region Conservation Authority,Equipment,1252000,
2015,Toronto & Region Conservation Authority,Materials & Supplies,4211000,
2015,Toronto & Region Conservation Authority,Salaries And Benefits,32520000,
